chapter#,verse#,verse,chapter,cluster
2,167,وقال الذين اتبعوا لو ان لنا كرة فنتبرا منهم كما تبرءوا منا كذٰلك يريهم الله اعمٰلهم حسرٰت عليهم وما هم بخٰرجين من النار,سورة البقرة,43
2,168,يٰايها الناس كلوا مما في الارض حلٰلا طيبا ولا تتبعوا خطوٰت الشيطٰن انه لكم عدو مبين,سورة البقرة,8
2,169,انما يامركم بالسوء والفحشاء وان تقولوا على الله ما لا تعلمون,سورة البقرة,17
2,170,واذا قيل لهم اتبعوا ما انزل الله قالوا بل نتبع ما الفينا عليه ءاباءنا اولو كان ءاباؤهم لا يعقلون شيا ولا يهتدون,سورة البقرة,54
2,171,ومثل الذين كفروا كمثل الذي ينعق بما لا يسمع الا دعاء ونداء صم بكم عمي فهم لا يعقلون,سورة البقرة,43
2,172,يٰايها الذين ءامنوا كلوا من طيبٰت ما رزقنٰكم واشكروا لله ان كنتم اياه تعبدون,سورة البقرة,62
2,173,انما حرم عليكم الميتة والدم ولحم الخنزير وما اهل به لغير الله فمن اضطر غير باغ ولا عاد فلا اثم عليه ان الله غفور رحيم,سورة البقرة,3
2,174,ان الذين يكتمون ما انزل الله من الكتٰب ويشترون به ثمنا قليلا اولٰئك ما ياكلون في بطونهم الا النار ولا يكلمهم الله يوم القيٰمة ولا يزكيهم ولهم عذاب اليم,سورة البقرة,40
2,175,اولٰئك الذين اشتروا الضلٰلة بالهدىٰ والعذاب بالمغفرة فما اصبرهم على النار,سورة البقرة,63
2,176,ذٰلك بان الله نزل الكتٰب بالحق وان الذين اختلفوا في الكتٰب لفي شقاق بعيد,سورة البقرة,21
2,177,ليس البر ان تولوا وجوهكم قبل المشرق والمغرب ولٰكن البر من ءامن بالله واليوم الاخر والملٰئكة والكتٰب والنبين وءاتى المال علىٰ حبه ذوي القربىٰ واليتٰمىٰ والمسٰكين وابن السبيل والسائلين وفي الرقاب واقام الصلوٰة وءاتى الزكوٰة والموفون بعهدهم اذا عٰهدوا والصٰبرين في الباساء والضراء وحين الباس اولٰئك الذين صدقوا واولٰئك هم المتقون,سورة البقرة,63
2,178,يٰايها الذين ءامنوا كتب عليكم القصاص في القتلى الحر بالحر والعبد بالعبد والانثىٰ بالانثىٰ فمن عفي له من اخيه شيء فاتباع بالمعروف واداء اليه باحسٰن ذٰلك تخفيف من ربكم ورحمة فمن اعتدىٰ بعد ذٰلك فله عذاب اليم,سورة البقرة,62
2,179,ولكم في القصاص حيوٰة يٰاولي الالبٰب لعلكم تتقون,سورة البقرة,0
2,180,كتب عليكم اذا حضر احدكم الموت ان ترك خيرا الوصية للوٰلدين والاقربين بالمعروف حقا على المتقين,سورة البقرة,11
2,181,فمن بدله بعد ما سمعه فانما اثمه على الذين يبدلونه ان الله سميع عليم,سورة البقرة,35
2,182,فمن خاف من موص جنفا او اثما فاصلح بينهم فلا اثم عليه ان الله غفور رحيم,سورة البقرة,14
2,183,يٰايها الذين ءامنوا كتب عليكم الصيام كما كتب على الذين من قبلكم لعلكم تتقون,سورة البقرة,62
2,184,اياما معدودٰت فمن كان منكم مريضا او علىٰ سفر فعدة من ايام اخر وعلى الذين يطيقونه فدية طعام مسكين فمن تطوع خيرا فهو خير له وان تصوموا خير لكم ان كنتم تعلمون,سورة البقرة,17
2,185,شهر رمضان الذي انزل فيه القرءان هدى للناس وبينٰت من الهدىٰ والفرقان فمن شهد منكم الشهر فليصمه ومن كان مريضا او علىٰ سفر فعدة من ايام اخر يريد الله بكم اليسر ولا يريد بكم العسر ولتكملوا العدة ولتكبروا الله علىٰ ما هدىٰكم ولعلكم تشكرون,سورة البقرة,53
2,186,واذا سالك عبادي عني فاني قريب اجيب دعوة الداع اذا دعان فليستجيبوا لي وليؤمنوا بي لعلهم يرشدون,سورة البقرة,11
2,187,احل لكم ليلة الصيام الرفث الىٰ نسائكم هن لباس لكم وانتم لباس لهن علم الله انكم كنتم تختانون انفسكم فتاب عليكم وعفا عنكم فالٰن بٰشروهن وابتغوا ما كتب الله لكم وكلوا واشربوا حتىٰ يتبين لكم الخيط الابيض من الخيط الاسود من الفجر ثم اتموا الصيام الى اليل ولا تبٰشروهن وانتم عٰكفون في المسٰجد تلك حدود الله فلا تقربوها كذٰلك يبين الله ءايٰته للناس لعلهم يتقون,سورة البقرة,14
2,188,ولا تاكلوا اموٰلكم بينكم بالبٰطل وتدلوا بها الى الحكام لتاكلوا فريقا من اموٰل الناس بالاثم وانتم تعلمون,سورة البقرة,14
2,189,يسلونك عن الاهلة قل هي موٰقيت للناس والحج وليس البر بان تاتوا البيوت من ظهورها ولٰكن البر من اتقىٰ واتوا البيوت من ابوٰبها واتقوا الله لعلكم تفلحون,سورة البقرة,59
2,190,وقٰتلوا في سبيل الله الذين يقٰتلونكم ولا تعتدوا ان الله لا يحب المعتدين,سورة البقرة,43
2,191,واقتلوهم حيث ثقفتموهم واخرجوهم من حيث اخرجوكم والفتنة اشد من القتل ولا تقٰتلوهم عند المسجد الحرام حتىٰ يقٰتلوكم فيه فان قٰتلوكم فاقتلوهم كذٰلك جزاء الكٰفرين,سورة البقرة,7
2,192,فان انتهوا فان الله غفور رحيم,سورة البقرة,3
2,193,وقٰتلوهم حتىٰ لا تكون فتنة ويكون الدين لله فان انتهوا فلا عدوٰن الا على الظٰلمين,سورة البقرة,14
2,194,الشهر الحرام بالشهر الحرام والحرمٰت قصاص فمن اعتدىٰ عليكم فاعتدوا عليه بمثل ما اعتدىٰ عليكم واتقوا الله واعلموا ان الله مع المتقين,سورة البقرة,3
2,195,وانفقوا في سبيل الله ولا تلقوا بايديكم الى التهلكة واحسنوا ان الله يحب المحسنين,سورة البقرة,3
2,196,واتموا الحج والعمرة لله فان احصرتم فما استيسر من الهدي ولا تحلقوا رءوسكم حتىٰ يبلغ الهدي محله فمن كان منكم مريضا او به اذى من راسه ففدية من صيام او صدقة او نسك فاذا امنتم فمن تمتع بالعمرة الى الحج فما استيسر من الهدي فمن لم يجد فصيام ثلٰثة ايام في الحج وسبعة اذا رجعتم تلك عشرة كاملة ذٰلك لمن لم يكن اهله حاضري المسجد الحرام واتقوا الله واعلموا ان الله شديد العقاب,سورة البقرة,30
2,197,الحج اشهر معلومٰت فمن فرض فيهن الحج فلا رفث ولا فسوق ولا جدال في الحج وما تفعلوا من خير يعلمه الله وتزودوا فان خير الزاد التقوىٰ واتقون يٰاولي الالبٰب,سورة البقرة,44
2,198,ليس عليكم جناح ان تبتغوا فضلا من ربكم فاذا افضتم من عرفٰت فاذكروا الله عند المشعر الحرام واذكروه كما هدىٰكم وان كنتم من قبله لمن الضالين,سورة البقرة,48
2,199,ثم افيضوا من حيث افاض الناس واستغفروا الله ان الله غفور رحيم,سورة البقرة,3
2,200,فاذا قضيتم منٰسككم فاذكروا الله كذكركم ءاباءكم او اشد ذكرا فمن الناس من يقول ربنا ءاتنا في الدنيا وما له في الاخرة من خلٰق,سورة البقرة,8
2,201,ومنهم من يقول ربنا ءاتنا في الدنيا حسنة وفي الاخرة حسنة وقنا عذاب النار,سورة البقرة,8
2,202,اولٰئك لهم نصيب مما كسبوا والله سريع الحساب,سورة البقرة,63
2,203,واذكروا الله في ايام معدودٰت فمن تعجل في يومين فلا اثم عليه ومن تاخر فلا اثم عليه لمن اتقىٰ واتقوا الله واعلموا انكم اليه تحشرون,سورة البقرة,14
2,204,ومن الناس من يعجبك قوله في الحيوٰة الدنيا ويشهد الله علىٰ ما في قلبه وهو الد الخصام,سورة البقرة,8
2,205,واذا تولىٰ سعىٰ في الارض ليفسد فيها ويهلك الحرث والنسل والله لا يحب الفساد,سورة البقرة,38
2,206,واذا قيل له اتق الله اخذته العزة بالاثم فحسبه جهنم ولبئس المهاد,سورة البقرة,54
2,207,ومن الناس من يشري نفسه ابتغاء مرضات الله والله رءوف بالعباد,سورة البقرة,3
2,208,يٰايها الذين ءامنوا ادخلوا في السلم كافة ولا تتبعوا خطوٰت الشيطٰن انه لكم عدو مبين,سورة البقرة,62
2,209,فان زللتم من بعد ما جاءتكم البينٰت فاعلموا ان الله عزيز حكيم,سورة البقرة,3
2,210,هل ينظرون الا ان ياتيهم الله في ظلل من الغمام والملٰئكة وقضي الامر والى الله ترجع الامور,سورة البقرة,31
