chapter#,verse#,chapter,verse
2,171,سورة البقرة,ومثل الذين كفروا كمثل الذي ينعق بما لا يسمع الا دعاء ونداء صم بكم عمي فهم لا يعقلون
2,172,سورة البقرة,يٰايها الذين ءامنوا كلوا من طيبٰت ما رزقنٰكم واشكروا لله ان كنتم اياه تعبدون
2,173,سورة البقرة,انما حرم عليكم الميتة والدم ولحم الخنزير وما اهل به لغير الله فمن اضطر غير باغ ولا عاد فلا اثم عليه ان الله غفور رحيم
2,174,سورة البقرة,ان الذين يكتمون ما انزل الله من الكتٰب ويشترون به ثمنا قليلا اولٰئك ما ياكلون في بطونهم الا النار ولا يكلمهم الله يوم القيٰمة ولا يزكيهم ولهم عذاب اليم
2,175,سورة البقرة,اولٰئك الذين اشتروا الضلٰلة بالهدىٰ والعذاب بالمغفرة فما اصبرهم على النار
2,176,سورة البقرة,ذٰلك بان الله نزل الكتٰب بالحق وان الذين اختلفوا في الكتٰب لفي شقاق بعيد
2,177,سورة البقرة,ليس البر ان تولوا وجوهكم قبل المشرق والمغرب ولٰكن البر من ءامن بالله واليوم الاخر والملٰئكة والكتٰب والنبين وءاتى المال علىٰ حبه ذوي القربىٰ واليتٰمىٰ والمسٰكين وابن السبيل والسائلين وفي الرقاب واقام الصلوٰة وءاتى الزكوٰة والموفون بعهدهم اذا عٰهدوا والصٰبرين في الباساء والضراء وحين الباس اولٰئك الذين صدقوا واولٰئك هم المتقون
2,178,سورة البقرة,يٰايها الذين ءامنوا كتب عليكم القصاص في القتلى الحر بالحر والعبد بالعبد والانثىٰ بالانثىٰ فمن عفي له من اخيه شيء فاتباع بالمعروف واداء اليه باحسٰن ذٰلك تخفيف من ربكم ورحمة فمن اعتدىٰ بعد ذٰلك فله عذاب اليم
2,179,سورة البقرة,ولكم في القصاص حيوٰة يٰاولي الالبٰب لعلكم تتقون
2,180,سورة البقرة,كتب عليكم اذا حضر احدكم الموت ان ترك خيرا الوصية للوٰلدين والاقربين بالمعروف حقا على المتقين
2,181,سورة البقرة,فمن بدله بعد ما سمعه فانما اثمه على الذين يبدلونه ان الله سميع عليم
2,182,سورة البقرة,فمن خاف من موص جنفا او اثما فاصلح بينهم فلا اثم عليه ان الله غفور رحيم
2,183,سورة البقرة,يٰايها الذين ءامنوا كتب عليكم الصيام كما كتب على الذين من قبلكم لعلكم تتقون
2,184,سورة البقرة,اياما معدودٰت فمن كان منكم مريضا او علىٰ سفر فعدة من ايام اخر وعلى الذين يطيقونه فدية طعام مسكين فمن تطوع خيرا فهو خير له وان تصوموا خير لكم ان كنتم تعلمون
2,185,سورة البقرة,شهر رمضان الذي انزل فيه القرءان هدى للناس وبينٰت من الهدىٰ والفرقان فمن شهد منكم الشهر فليصمه ومن كان مريضا او علىٰ سفر فعدة من ايام اخر يريد الله بكم اليسر ولا يريد بكم العسر ولتكملوا العدة ولتكبروا الله علىٰ ما هدىٰكم ولعلكم تشكرون
2,186,سورة البقرة,واذا سالك عبادي عني فاني قريب اجيب دعوة الداع اذا دعان فليستجيبوا لي وليؤمنوا بي لعلهم يرشدون
2,187,سورة البقرة,احل لكم ليلة الصيام الرفث الىٰ نسائكم هن لباس لكم وانتم لباس لهن علم الله انكم كنتم تختانون انفسكم فتاب عليكم وعفا عنكم فالٰن بٰشروهن وابتغوا ما كتب الله لكم وكلوا واشربوا حتىٰ يتبين لكم الخيط الابيض من الخيط الاسود من الفجر ثم اتموا الصيام الى اليل ولا تبٰشروهن وانتم عٰكفون في المسٰجد تلك حدود الله فلا تقربوها كذٰلك يبين الله ءايٰته للناس لعلهم يتقون
2,188,سورة البقرة,ولا تاكلوا اموٰلكم بينكم بالبٰطل وتدلوا بها الى الحكام لتاكلوا فريقا من اموٰل الناس بالاثم وانتم تعلمون
2,189,سورة البقرة,يسلونك عن الاهلة قل هي موٰقيت للناس والحج وليس البر بان تاتوا البيوت من ظهورها ولٰكن البر من اتقىٰ واتوا البيوت من ابوٰبها واتقوا الله لعلكم تفلحون
2,190,سورة البقرة,وقٰتلوا في سبيل الله الذين يقٰتلونكم ولا تعتدوا ان الله لا يحب المعتدين
2,191,سورة البقرة,واقتلوهم حيث ثقفتموهم واخرجوهم من حيث اخرجوكم والفتنة اشد من القتل ولا تقٰتلوهم عند المسجد الحرام حتىٰ يقٰتلوكم فيه فان قٰتلوكم فاقتلوهم كذٰلك جزاء الكٰفرين
2,192,سورة البقرة,فان انتهوا فان الله غفور رحيم
2,193,سورة البقرة,وقٰتلوهم حتىٰ لا تكون فتنة ويكون الدين لله فان انتهوا فلا عدوٰن الا على الظٰلمين
2,194,سورة البقرة,الشهر الحرام بالشهر الحرام والحرمٰت قصاص فمن اعتدىٰ عليكم فاعتدوا عليه بمثل ما اعتدىٰ عليكم واتقوا الله واعلموا ان الله مع المتقين
2,195,سورة البقرة,وانفقوا في سبيل الله ولا تلقوا بايديكم الى التهلكة واحسنوا ان الله يحب المحسنين
2,196,سورة البقرة,واتموا الحج والعمرة لله فان احصرتم فما استيسر من الهدي ولا تحلقوا رءوسكم حتىٰ يبلغ الهدي محله فمن كان منكم مريضا او به اذى من راسه ففدية من صيام او صدقة او نسك فاذا امنتم فمن تمتع بالعمرة الى الحج فما استيسر من الهدي فمن لم يجد فصيام ثلٰثة ايام في الحج وسبعة اذا رجعتم تلك عشرة كاملة ذٰلك لمن لم يكن اهله حاضري المسجد الحرام واتقوا الله واعلموا ان الله شديد العقاب
2,197,سورة البقرة,الحج اشهر معلومٰت فمن فرض فيهن الحج فلا رفث ولا فسوق ولا جدال في الحج وما تفعلوا من خير يعلمه الله وتزودوا فان خير الزاد التقوىٰ واتقون يٰاولي الالبٰب
2,198,سورة البقرة,ليس عليكم جناح ان تبتغوا فضلا من ربكم فاذا افضتم من عرفٰت فاذكروا الله عند المشعر الحرام واذكروه كما هدىٰكم وان كنتم من قبله لمن الضالين
2,199,سورة البقرة,ثم افيضوا من حيث افاض الناس واستغفروا الله ان الله غفور رحيم
2,200,سورة البقرة,فاذا قضيتم منٰسككم فاذكروا الله كذكركم ءاباءكم او اشد ذكرا فمن الناس من يقول ربنا ءاتنا في الدنيا وما له في الاخرة من خلٰق
2,201,سورة البقرة,ومنهم من يقول ربنا ءاتنا في الدنيا حسنة وفي الاخرة حسنة وقنا عذاب النار
2,202,سورة البقرة,اولٰئك لهم نصيب مما كسبوا والله سريع الحساب
2,203,سورة البقرة,واذكروا الله في ايام معدودٰت فمن تعجل في يومين فلا اثم عليه ومن تاخر فلا اثم عليه لمن اتقىٰ واتقوا الله واعلموا انكم اليه تحشرون
2,204,سورة البقرة,ومن الناس من يعجبك قوله في الحيوٰة الدنيا ويشهد الله علىٰ ما في قلبه وهو الد الخصام
2,205,سورة البقرة,واذا تولىٰ سعىٰ في الارض ليفسد فيها ويهلك الحرث والنسل والله لا يحب الفساد
2,206,سورة البقرة,واذا قيل له اتق الله اخذته العزة بالاثم فحسبه جهنم ولبئس المهاد
2,207,سورة البقرة,ومن الناس من يشري نفسه ابتغاء مرضات الله والله رءوف بالعباد
2,208,سورة البقرة,يٰايها الذين ءامنوا ادخلوا في السلم كافة ولا تتبعوا خطوٰت الشيطٰن انه لكم عدو مبين
2,209,سورة البقرة,فان زللتم من بعد ما جاءتكم البينٰت فاعلموا ان الله عزيز حكيم
2,210,سورة البقرة,هل ينظرون الا ان ياتيهم الله في ظلل من الغمام والملٰئكة وقضي الامر والى الله ترجع الامور
2,211,سورة البقرة,سل بني اسرٰءيل كم ءاتينٰهم من ءاية بينة ومن يبدل نعمة الله من بعد ما جاءته فان الله شديد العقاب
2,212,سورة البقرة,زين للذين كفروا الحيوٰة الدنيا ويسخرون من الذين ءامنوا والذين اتقوا فوقهم يوم القيٰمة والله يرزق من يشاء بغير حساب
2,213,سورة البقرة,كان الناس امة وٰحدة فبعث الله النبين مبشرين ومنذرين وانزل معهم الكتٰب بالحق ليحكم بين الناس فيما اختلفوا فيه وما اختلف فيه الا الذين اوتوه من بعد ما جاءتهم البينٰت بغيا بينهم فهدى الله الذين ءامنوا لما اختلفوا فيه من الحق باذنه والله يهدي من يشاء الىٰ صرٰط مستقيم
